sample    	read_local_address                                             	contig_local_address                                             	fwd                                                                     	rev                                                                     	contigs                                         	Date      	Depth 	Ocean   	Location	Lon      	Lat       	cruise_id	cruise_station
SRR5788351	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788351/SRR5788351_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788351/SRR5788351_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/001/SRR5788351	2011-03-25	149   	Atlantic	GA02    	31.66    	-64.16    	JC057    	17
SRR5788352	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788352/SRR5788352_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788352/SRR5788352_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/002/SRR5788352	2011-03-25	65    	Atlantic	GA02    	31.66    	-64.16    	JC057    	17
SRR5788353	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788353/SRR5788353_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788353/SRR5788353_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/003/SRR5788353	2011-03-27	61    	Atlantic	GA02    	31.66    	-64.16    	JC057    	18
SRR5788354	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788354/SRR5788354_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788354/SRR5788354_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/004/SRR5788354	2011-03-27	9     	Atlantic	GA02    	31.66    	-64.16    	JC057    	18
SRR5788355	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788355/SRR5788355_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788355/SRR5788355_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/005/SRR5788355	2011-05-25	30    	Pacific 	GP13    	31.66    	-64.16    	SS2011   	24
SRR5788356	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788356/SRR5788356_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788356/SRR5788356_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/006/SRR5788356	2011-05-25	50    	Pacific 	GP13    	31.66    	-64.16    	SS2011   	24
SRR5788357	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788357/SRR5788357_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788357/SRR5788357_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/007/SRR5788357	2011-05-24	100   	Pacific 	GP13    	31.66    	-64.16    	SS2011   	22
SRR5788358	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788358/SRR5788358_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788358/SRR5788358_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/008/SRR5788358	2011-05-25	15    	Pacific 	GP13    	31.66    	-64.16    	SS2011   	24
SRR5788359	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788359/SRR5788359_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788359/SRR5788359_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/009/SRR5788359	2011-05-16	50    	Pacific 	GP13    	31.66    	-64.16    	SS2011   	4
SRR5788360	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788360/SRR5788360_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788360/SRR5788360_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/000/SRR5788360	2011-05-24	75    	Pacific 	GP13    	31.66    	-64.16    	SS2011   	22
SRR5788361	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788361/SRR5788361_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788361/SRR5788361_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/001/SRR5788361	2011-05-16	15    	Pacific 	GP13    	31.66    	-64.16    	SS2011   	4
SRR5788362	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788362/SRR5788362_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788362/SRR5788362_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/002/SRR5788362	2011-05-16	30    	Pacific 	GP13    	31.66    	-64.16    	SS2011   	4
SRR5788363	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788363/SRR5788363_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788363/SRR5788363_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/003/SRR5788363	2011-05-25	75    	Pacific 	GP13    	31.66    	-64.16    	SS2011   	24
SRR5788364	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788364/SRR5788364_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788364/SRR5788364_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/004/SRR5788364	2011-05-25	100   	Pacific 	GP13    	31.66    	-64.16    	SS2011   	24
SRR5788365	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788365/SRR5788365_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788365/SRR5788365_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/005/SRR5788365	2010-05-21	77    	Atlantic	GA02    	31.66    	-64.16    	PE319    	17
SRR5788366	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788366/SRR5788366_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788366/SRR5788366_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/006/SRR5788366	2010-05-21	103   	Atlantic	GA02    	31.66    	-64.16    	PE319    	17
SRR5788367	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788367/SRR5788367_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788367/SRR5788367_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/007/SRR5788367	2010-05-21	10    	Atlantic	GA02    	31.66    	-64.16    	PE319    	17
SRR5788368	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788368/SRR5788368_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788368/SRR5788368_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/008/SRR5788368	2010-05-21	50    	Atlantic	GA02    	31.66    	-64.16    	PE319    	17
SRR5788369	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788369/SRR5788369_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788369/SRR5788369_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/009/SRR5788369	2010-05-18	151   	Atlantic	GA02    	31.66    	-64.16    	PE319    	15
SRR5788370	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788370/SRR5788370_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788370/SRR5788370_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/000/SRR5788370	2010-05-18	201   	Atlantic	GA02    	31.66    	-64.16    	PE319    	15
SRR5788371	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788371/SRR5788371_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788371/SRR5788371_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/001/SRR5788371	2010-05-18	75    	Atlantic	GA02    	31.66    	-64.16    	PE319    	15
SRR5788372	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788372/SRR5788372_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788372/SRR5788372_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/002/SRR5788372	2010-05-18	103   	Atlantic	GA02    	31.66    	-64.16    	PE319    	15
SRR5788373	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788373/SRR5788373_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788373/SRR5788373_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/003/SRR5788373	2010-05-21	152   	Atlantic	GA02    	31.66    	-64.16    	PE319    	17
SRR5788374	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788374/SRR5788374_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788374/SRR5788374_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/004/SRR5788374	2010-05-21	199   	Atlantic	GA02    	31.66    	-64.16    	PE319    	17
SRR5788375	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788375/SRR5788375_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788375/SRR5788375_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/005/SRR5788375	2010-06-16	8     	Atlantic	GA02    	31.66    	-64.16    	PE321    	23
SRR5788376	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788376/SRR5788376_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788376/SRR5788376_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/006/SRR5788376	2010-06-16	76    	Atlantic	GA02    	31.66    	-64.16    	PE321    	23
SRR5788377	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788377/SRR5788377_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788377/SRR5788377_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/007/SRR5788377	2010-06-16	87    	Atlantic	GA02    	31.66    	-64.16    	PE321    	23
SRR5788378	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788378/SRR5788378_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788378/SRR5788378_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/008/SRR5788378	2010-06-16	150   	Atlantic	GA02    	31.66    	-64.16    	PE321    	23
SRR5788379	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788379/SRR5788379_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788379/SRR5788379_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/009/SRR5788379	2010-06-16	200   	Atlantic	GA02    	31.66    	-64.16    	PE321    	23
SRR5788380	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788380/SRR5788380_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788380/SRR5788380_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/000/SRR5788380	2011-03-13	49    	Atlantic	GA02    	31.66    	-64.16    	JC057    	8
SRR5788381	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788381/SRR5788381_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788381/SRR5788381_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/001/SRR5788381	2011-03-13	151   	Atlantic	GA02    	31.6667  	-64.167   	JC057    	8
SRR5788382	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788382/SRR5788382_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788382/SRR5788382_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/002/SRR5788382	2011-03-14	10    	Atlantic	GA02    	31.6667  	-64.167   	JC057    	9
SRR5788383	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788383/SRR5788383_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788383/SRR5788383_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/003/SRR5788383	2011-03-14	149   	Atlantic	GA02    	31.6667  	-64.167   	JC057    	9
SRR5788384	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788384/SRR5788384_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788384/SRR5788384_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/004/SRR5788384	2011-03-15	11    	Atlantic	GA02    	31.6667  	-64.167   	JC057    	10
SRR5788385	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788385/SRR5788385_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788385/SRR5788385_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/005/SRR5788385	2011-06-10	103   	Pacific 	GP13    	31.6667  	-64.167   	TAN1109  	GT2
SRR5788386	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788386/SRR5788386_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788386/SRR5788386_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/006/SRR5788386	2011-06-10	75    	Pacific 	GP13    	31.75351 	-64.17499 	TAN1109  	GT2
SRR5788387	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788387/SRR5788387_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788387/SRR5788387_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/007/SRR5788387	2010-05-22	9     	Atlantic	GA02    	31.75351 	-64.17499 	PE319    	18
SRR5788388	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788388/SRR5788388_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788388/SRR5788388_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/008/SRR5788388	2011-05-27	100   	Pacific 	GP13    	31.75351 	-64.17499 	SS2011   	29
SRR5788389	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788389/SRR5788389_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788389/SRR5788389_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/009/SRR5788389	2011-05-27	75    	Pacific 	GP13    	31.75351 	-64.17499 	SS2011   	29
SRR5788390	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788390/SRR5788390_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788390/SRR5788390_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/000/SRR5788390	2011-05-27	50    	Pacific 	GP13    	31.75351 	-64.17499 	SS2011   	29
SRR5788391	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788391/SRR5788391_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788391/SRR5788391_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/001/SRR5788391	2011-05-27	30    	Pacific 	GP13    	31.75351 	-64.17499 	SS2011   	29
SRR5788392	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788392/SRR5788392_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788392/SRR5788392_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/002/SRR5788392	2011-06-10	52    	Pacific 	GP13    	31.75351 	-64.17499 	TAN1109  	GT2
SRR5788393	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788393/SRR5788393_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788393/SRR5788393_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/003/SRR5788393	2011-06-10	32    	Pacific 	GP13    	31.75351 	-64.17499 	TAN1109  	GT2
SRR5788394	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788394/SRR5788394_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788394/SRR5788394_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/004/SRR5788394	2011-06-10	16    	Pacific 	GP13    	33.4334  	-58.0503  	TAN1109  	GT2
SRR5788395	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788395/SRR5788395_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788395/SRR5788395_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/005/SRR5788395	2011-05-27	1000  	Pacific 	GP13    	33.4334  	-58.0503  	SS2011   	29
SRR5788396	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788396/SRR5788396_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788396/SRR5788396_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/006/SRR5788396	2011-05-29	15    	Pacific 	GP13    	33.4334  	-58.0503  	SS2011   	32
SRR5788397	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788397/SRR5788397_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788397/SRR5788397_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/007/SRR5788397	2011-05-23	100   	Pacific 	GP13    	33.4334  	-58.0503  	SS2011   	19
SRR5788398	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788398/SRR5788398_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788398/SRR5788398_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/008/SRR5788398	2011-05-23	75    	Pacific 	GP13    	33.4334  	-58.0503  	SS2011   	19
SRR5788399	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788399/SRR5788399_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788399/SRR5788399_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/009/SRR5788399	2011-05-23	50    	Pacific 	GP13    	34.3277  	-55.4316  	SS2011   	19
